ticker,call_date,stratum,ret,gt,b1,b2,expectedReturn,rangeLow,rangeHigh,p9_group,b1_dir,b2_dir
COST,2024-03-07,S1,14.7054,bullish,3,2,4.0,-12.0,20.0,neutral,bullish,neutral
COST,2024-05-30,S1,5.7458,neutral,2,2,3.0,-12.0,18.0,neutral,neutral,neutral
COST,2024-09-26,S1,6.7674,bullish,1,2,5.0,-12.0,20.0,neutral,neutral,neutral
COST,2024-12-12,S1,1.4265,neutral,1,1,-3.0,-15.0,8.0,neutral,neutral,neutral
COST,2025-03-06,S1,-13.5822,bearish,2,1,3.0,-12.0,18.0,neutral,neutral,neutral
COST,2025-05-29,S1,-28.1187,bearish,2,2,4.0,-12.0,18.0,neutral,neutral,neutral
COST,2025-09-25,S1,9.4824,bullish,2,1,4.0,-12.0,18.0,neutral,neutral,neutral
COST,2025-12-11,S1,2.0995,neutral,2,2,4.0,-12.0,18.0,neutral,neutral,neutral
DD,2020-01-30,S3,4.3479,neutral,-1,1,5.0,-15.0,25.0,neutral,neutral,neutral
DD,2020-05-05,S3,17.138,bullish,1,-1,6.0,-12.0,22.0,neutral,neutral,neutral
DD,2020-07-31,S3,38.8935,bullish,2,2,8.0,-10.0,25.0,bullish,neutral,neutral
DD,2020-10-29,S3,8.3504,bullish,2,2,8.0,-10.0,25.0,bullish,neutral,neutral
DD,2021-02-09,S3,-3.658,bearish,3,2,4.0,-12.0,18.0,neutral,bullish,neutral
DD,2021-05-04,S3,-15.3391,bearish,3,3,7.0,-8.0,20.0,neutral,bullish,bullish
DD,2021-08-03,S3,1.7059,neutral,2,2,3.0,-12.0,18.0,neutral,neutral,neutral
DD,2021-11-02,S3,-6.7783,neutral,-1,2,8.0,-10.0,22.0,bullish,neutral,neutral
DD,2022-02-08,S3,-17.945,bearish,1,-1,7.0,-10.0,22.0,neutral,neutral,neutral
DD,2022-05-03,S3,-4.2746,neutral,2,2,8.0,-10.0,25.0,bullish,neutral,neutral
DD,2022-08-02,S3,29.0942,bullish,1,-1,0.0,-15.0,15.0,neutral,neutral,neutral
DD,2022-11-08,S3,-13.9538,bearish,2,2,8.0,-12.0,25.0,neutral,neutral,neutral
DD,2023-02-07,S3,-8.3807,bearish,-1,-1,4.0,-15.0,22.0,neutral,neutral,neutral
DD,2023-05-02,S3,10.6728,bullish,-1,-1,-5.0,-20.0,10.0,bearish,neutral,neutral
DD,2023-08-02,S3,-27.4596,bearish,-1,-1,-5.0,-20.0,10.0,neutral,neutral,neutral
DD,2023-11-01,S3,-1.2131,neutral,-1,-1,7.0,-12.0,22.0,neutral,neutral,neutral
DD,2024-02-06,S3,12.5754,bullish,2,1,8.0,-10.0,25.0,bullish,neutral,neutral
DD,2024-05-01,S3,-7.7469,bearish,2,3,6.0,-10.0,20.0,neutral,neutral,bullish
DD,2024-07-31,S3,-18.3049,bearish,2,2,8.0,-10.0,25.0,bullish,neutral,neutral
DD,2024-11-05,S3,-17.4196,bearish,2,2,6.0,-10.0,20.0,neutral,neutral,neutral
DD,2025-02-11,S3,-18.5415,bearish,2,2,6.0,-10.0,22.0,neutral,neutral,neutral
DD,2025-05-02,S3,3.9813,neutral,2,2,6.0,-10.0,22.0,neutral,neutral,neutral
DD,2025-08-05,S3,43.9511,bullish,2,2,8.0,-8.0,22.0,bullish,neutral,neutral
DD,2025-11-06,S3,12.4743,bullish,2,2,6.0,-12.0,22.0,neutral,neutral,neutral
DIOD,2021-02-16,S2,-5.8039,bearish,3,3,12.0,-8.0,30.0,bullish,bullish,bullish
DIOD,2021-05-06,S2,30.2691,bullish,3,3,12.0,-8.0,30.0,bullish,bullish,bullish
DIOD,2021-08-05,S2,-2.3512,neutral,3,3,10.0,-8.0,25.0,bullish,bullish,bullish
DIOD,2021-11-03,S2,-15.3132,bearish,3,3,10.0,-10.0,30.0,bullish,bullish,bullish
DIOD,2022-02-09,S2,-7.7304,bearish,3,3,8.0,-10.0,25.0,bullish,bullish,bullish
DIOD,2022-05-04,S2,2.7321,neutral,2,2,10.0,-10.0,25.0,bullish,neutral,neutral
DIOD,2022-08-04,S2,16.0824,bullish,2,2,8.0,-15.0,25.0,neutral,neutral,neutral
DIOD,2022-11-07,S2,3.8918,bullish,2,1,8.0,-12.0,25.0,neutral,neutral,neutral
DIOD,2023-02-06,S2,-17.0954,bearish,1,1,-5.0,-20.0,10.0,neutral,neutral,neutral
DIOD,2023-05-09,S2,-27.3385,bearish,2,2,6.0,-12.0,22.0,neutral,neutral,neutral
DIOD,2023-08-08,S2,-26.7307,bearish,-2,-2,-8.0,-25.0,10.0,bearish,bearish,bearish
DIOD,2023-11-08,S2,3.5406,bearish,-3,-3,-12.0,-30.0,8.0,bearish,bearish,bearish
DIOD,2024-02-06,S2,-10.746,bearish,-2,-2,-8.0,-25.0,12.0,bearish,bearish,bearish
DIOD,2024-05-09,S2,-23.7902,bearish,-2,-2,5.0,-15.0,20.0,neutral,bearish,bearish
DIOD,2024-08-08,S2,-25.6012,bearish,2,2,8.0,-12.0,28.0,neutral,neutral,neutral
DIOD,2024-11-07,S2,-32.2944,bearish,-2,-2,5.0,-15.0,25.0,neutral,bearish,bearish
DIOD,2025-02-11,S2,-4.8252,neutral,-1,1,5.0,-15.0,25.0,neutral,neutral,neutral
DIOD,2025-05-08,S2,-3.0235,bullish,-1,1,8.0,-12.0,25.0,bullish,neutral,neutral
DIOD,2025-08-07,S2,10.9387,bullish,1,2,6.0,-12.0,22.0,neutral,neutral,neutral
DIOD,2025-11-06,S2,145.2351,bullish,-1,-1,-5.0,-20.0,10.0,neutral,neutral,neutral
DOW,2020-01-19,S3,-17.4749,bearish,-1,-1,-5.0,-20.0,10.0,bearish,neutral,neutral
DOW,2020-04-30,S3,19.6228,bullish,-2,-1,8.0,-15.0,30.0,neutral,bearish,neutral
DOW,2020-07-23,S3,15.34,bullish,2,2,5.0,-15.0,25.0,neutral,neutral,neutral
DOW,2020-10-22,S3,6.3222,bullish,2,2,8.0,-10.0,25.0,neutral,neutral,neutral
DOW,2021-01-28,S3,1.5445,neutral,3,3,12.0,-5.0,30.0,bullish,bullish,bullish
DOW,2021-04-22,S3,-13.4311,bearish,3,3,8.0,-8.0,22.0,bullish,bullish,bullish
DOW,2021-07-22,S3,-5.3743,bearish,3,3,8.0,-8.0,22.0,neutral,bullish,bullish
DOW,2022-01-27,S3,-4.7728,bearish,0,2,-8.0,-25.0,10.0,bearish,neutral,neutral
DOW,2022-04-21,S3,-20.1777,bearish,2,2,-3.0,-20.0,10.0,neutral,neutral,neutral
DOW,2022-07-21,S3,12.9403,bullish,-1,-1,3.0,-15.0,20.0,neutral,neutral,neutral
DOW,2022-10-20,S3,8.7963,bullish,-2,-2,-8.0,-25.0,8.0,bearish,bearish,bearish
DOW,2023-01-26,S3,-18.3726,bearish,2,-1,4.0,-15.0,22.0,neutral,neutral,neutral
DOW,2023-04-25,S3,-11.1178,bearish,2,1,3.0,-15.0,20.0,neutral,neutral,neutral
DOW,2023-07-25,S3,-6.0523,bearish,-2,-2,-5.0,-25.0,15.0,bearish,bearish,bearish
DOW,2023-10-24,S3,-1.7471,neutral,-1,1,-5.0,-25.0,12.0,bearish,neutral,neutral
DOW,2024-01-25,S3,-12.7017,bearish,-1,1,5.0,-15.0,20.0,neutral,neutral,neutral
DOW,2024-04-25,S3,-24.962,bearish,2,2,5.0,-10.0,20.0,neutral,neutral,neutral
DOW,2024-07-25,S3,-33.5433,bearish,-1,-1,-5.0,-20.0,10.0,bearish,neutral,neutral
DOW,2024-10-24,S3,-34.5339,bearish,-1,-1,-5.0,-20.0,10.0,neutral,neutral,neutral
DOW,2025-01-30,S3,-45.3866,bearish,-2,-2,-8.0,-30.0,12.0,bearish,bearish,bearish
DOW,2025-04-24,S3,-40.3507,bearish,-2,-2,-8.0,-25.0,8.0,bearish,bearish,bearish
DOW,2025-07-24,S3,2.9113,neutral,-3,-3,-18.0,-35.0,0.0,bearish,bearish,bearish
DOW,2025-10-23,S3,50.6934,bullish,-1,-1,3.0,-15.0,20.0,neutral,neutral,neutral
DUK,2020-02-13,S1,-18.0776,bearish,1,2,0.0,-12.0,10.0,neutral,neutral,neutral
DUK,2020-05-12,S1,-7.1019,neutral,1,1,5.0,-10.0,18.0,neutral,neutral,neutral
DUK,2020-08-10,S1,-5.4727,bearish,-1,-1,-3.0,-18.0,8.0,neutral,neutral,neutral
DUK,2020-11-05,S1,-12.0811,bearish,2,1,2.0,-12.0,16.0,neutral,neutral,neutral
DUK,2021-02-11,S1,4.3053,neutral,2,1,0.0,-10.0,10.0,neutral,neutral,neutral
DUK,2021-05-10,S1,-15.3433,bearish,1,2,3.0,-10.0,15.0,neutral,neutral,neutral
DUK,2021-08-05,S1,-2.3593,neutral,1,1,2.0,-12.0,16.0,neutral,neutral,neutral
DUK,2021-11-04,S1,19.9108,bullish,2,2,4.0,-12.0,18.0,neutral,neutral,neutral
DUK,2022-02-10,S1,13.4294,bullish,1,1,2.0,-12.0,16.0,neutral,neutral,neutral
DUK,2022-05-09,S1,-10.5195,bearish,-1,1,0.0,-12.0,12.0,neutral,neutral,neutral
DUK,2022-08-04,S1,-7.3231,bearish,1,2,5.0,-10.0,18.0,neutral,neutral,neutral
DUK,2022-11-04,S1,-0.8705,neutral,2,2,4.0,-8.0,14.0,neutral,neutral,neutral
DUK,2023-02-09,S1,-15.5366,bearish,2,1,0.0,-12.0,12.0,neutral,neutral,neutral
DUK,2023-05-09,S1,-15.7782,bearish,1,1,3.0,-12.0,18.0,neutral,neutral,neutral
DUK,2023-08-08,S1,-8.4067,bearish,1,2,-3.0,-18.0,10.0,neutral,neutral,neutral
DUK,2023-11-02,S1,-6.1794,bearish,1,1,3.0,-12.0,15.0,neutral,neutral,neutral
DUK,2024-02-08,S1,16.7438,bullish,2,2,5.0,-10.0,18.0,neutral,neutral,neutral
DUK,2024-05-07,S1,-0.0784,neutral,2,2,4.0,-12.0,18.0,neutral,neutral,neutral
DUK,2024-08-06,S1,-16.9774,bearish,2,2,1.0,-12.0,14.0,neutral,neutral,neutral
DUK,2024-11-07,S1,11.5174,bullish,2,2,6.0,-8.0,18.0,neutral,neutral,neutral
DUK,2025-02-13,S1,5.5626,neutral,2,2,3.0,-10.0,15.0,neutral,neutral,neutral
DUK,2025-05-06,S1,-19.3282,bearish,2,2,3.0,-12.0,18.0,neutral,neutral,neutral
DUK,2025-08-05,S1,-11.7956,bearish,2,2,6.0,-8.0,18.0,neutral,neutral,neutral
DUK,2025-11-07,S1,-7.2356,bearish,2,2,4.0,-10.0,18.0,neutral,neutral,neutral
EMR,2020-02-04,S1,-17.6827,bearish,-2,-1,-5.0,-25.0,10.0,neutral,bearish,neutral
EMR,2020-04-22,S1,8.0,bullish,-1,-1,3.0,-18.0,22.0,neutral,neutral,neutral
EMR,2020-08-04,S1,14.6233,bullish,2,2,8.0,-5.0,20.0,neutral,neutral,neutral
EMR,2020-11-03,S1,12.7088,bullish,2,1,-5.0,-20.0,10.0,bearish,neutral,neutral
EMR,2021-02-03,S1,5.3895,neutral,2,2,6.0,-10.0,20.0,neutral,neutral,neutral
EMR,2021-05-05,S1,-9.2393,bearish,2,3,5.0,-10.0,20.0,neutral,neutral,bullish
EMR,2021-08-04,S1,-6.9924,bearish,-1,-1,4.0,-12.0,18.0,neutral,neutral,neutral
EMR,2021-11-03,S1,2.1164,neutral,1,1,5.0,-15.0,20.0,neutral,neutral,neutral
EMR,2022-02-02,S1,0.1898,neutral,2,2,8.0,-10.0,25.0,neutral,neutral,neutral
EMR,2022-05-04,S1,4.6135,bullish,2,2,8.0,-10.0,25.0,bullish,neutral,neutral
EMR,2022-08-09,S1,5.301,neutral,2,2,5.0,-12.0,22.0,neutral,neutral,neutral
EMR,2022-11-02,S1,-13.6417,bearish,2,3,8.0,-8.0,22.0,neutral,neutral,bullish
EMR,2023-02-08,S1,3.2925,neutral,2,2,5.0,-10.0,18.0,neutral,neutral,neutral
EMR,2023-05-03,S1,3.9761,neutral,2,2,5.0,-12.0,22.0,neutral,neutral,neutral
EMR,2023-08-02,S1,-11.9223,bearish,2,2,7.0,-8.0,20.0,neutral,neutral,neutral
EMR,2023-11-07,S1,8.4547,bullish,2,2,7.0,-10.0,22.0,neutral,neutral,neutral
EMR,2024-02-07,S1,-6.8557,bearish,3,2,7.0,-8.0,22.0,neutral,bullish,neutral
EMR,2024-05-08,S1,-3.8744,neutral,2,2,5.0,-10.0,20.0,neutral,neutral,neutral
EMR,2024-08-07,S1,5.3979,bullish,1,1,3.0,-12.0,18.0,neutral,neutral,neutral
EMR,2024-11-05,S1,-9.9874,bearish,2,1,5.0,-15.0,25.0,neutral,neutral,neutral
EMR,2025-02-05,S1,0.6956,neutral,2,1,5.0,-10.0,20.0,neutral,neutral,neutral
EMR,2025-05-07,S1,-2.0539,neutral,2,2,5.0,-10.0,18.0,neutral,neutral,neutral
EMR,2025-08-06,S1,9.9057,bullish,2,2,5.0,-10.0,20.0,neutral,neutral,neutral
EMR,2025-11-05,S1,3.0723,neutral,2,2,5.0,-10.0,18.0,neutral,neutral,neutral
EOSE,2021-02-25,S5,-52.7443,bearish,-2,-2,-12.0,-35.0,10.0,bearish,bearish,bearish
EOSE,2021-05-12,S5,-10.0763,bearish,-2,-2,-8.0,-40.0,20.0,bearish,bearish,bearish
EOSE,2021-08-11,S5,-78.7981,bearish,-2,-3,-12.0,-35.0,10.0,bearish,bearish,bearish
EOSE,2021-11-10,S5,-72.1066,bearish,-2,-3,-10.0,-35.0,15.0,bearish,bearish,bearish
EOSE,2022-02-25,S5,-20.0683,bearish,-3,-3,-10.0,-35.0,10.0,bearish,bearish,bearish
EOSE,2022-05-10,S5,-5.2339,bearish,-3,-4,-15.0,-40.0,10.0,bearish,bearish,bearish
EOSE,2022-08-02,S5,-42.6053,bearish,-2,-3,-10.0,-50.0,30.0,bearish,bearish,bearish
EOSE,2022-11-08,S5,44.01,bullish,-4,-3,-18.0,-45.0,10.0,bearish,bearish,bearish
EOSE,2023-03-01,S5,84.8621,bullish,-2,-3,-10.0,-40.0,20.0,bearish,bearish,bearish
EOSE,2023-05-10,S5,-46.6482,bearish,-3,-2,-10.0,-35.0,15.0,bearish,bearish,bearish
EOSE,2023-08-15,S5,-75.7903,bearish,-2,-3,-10.0,-60.0,50.0,bearish,bearish,bearish
EOSE,2023-11-07,S5,-67.0307,bearish,-3,-3,-15.0,-40.0,10.0,bearish,bearish,bearish
EOSE,2024-03-05,S5,113.3176,bullish,-3,-2,5.0,-35.0,45.0,neutral,bearish,bearish
EOSE,2024-05-15,S5,214.2389,bullish,-2,-2,8.0,-35.0,50.0,neutral,bearish,bearish
EOSE,2024-08-07,S5,268.4054,bullish,-2,-2,18.0,-15.0,55.0,bullish,bearish,bearish
EOSE,2024-11-06,S5,147.4523,bullish,-3,-2,5.0,-30.0,40.0,neutral,bearish,bearish
EOSE,2025-03-05,S5,55.8095,bullish,-1,-1,5.0,-30.0,40.0,neutral,neutral,neutral
EOSE,2025-05-07,S5,127.7537,bullish,-1,-2,8.0,-35.0,50.0,neutral,neutral,bearish
EOSE,2025-07-31,S5,180.7452,bullish,-2,-2,-8.0,-35.0,20.0,bearish,bearish,bearish
EOSE,2025-11-06,S5,-74.203,bearish,2,2,12.0,-25.0,45.0,bullish,neutral,neutral
EQIX,2020-02-12,S3,21.4744,bullish,2,2,3.0,-12.0,18.0,neutral,neutral,neutral
EQIX,2020-05-06,S3,-4.3213,bearish,2,2,8.0,-8.0,22.0,bullish,neutral,neutral
EQIX,2020-07-30,S3,-21.6684,bearish,2,2,5.0,-10.0,20.0,neutral,neutral,neutral
EQIX,2020-10-28,S3,-30.9884,bearish,2,2,5.0,-10.0,20.0,neutral,neutral,neutral
EQIX,2021-02-10,S3,-1.1572,bearish,2,1,5.0,-10.0,20.0,neutral,neutral,neutral
EQIX,2021-04-28,S3,8.7513,bullish,3,3,8.0,-10.0,22.0,bullish,bullish,bullish
EQIX,2021-07-28,S3,-9.865,bearish,3,2,7.0,-8.0,20.0,neutral,bullish,neutral
EQIX,2021-11-03,S3,-0.7849,neutral,2,2,6.0,-12.0,20.0,neutral,neutral,neutral
EQIX,2022-02-16,S3,4.5926,bullish,2,2,7.0,-10.0,22.0,neutral,neutral,neutral
EQIX,2022-04-27,S3,-15.9091,bearish,3,3,8.0,-10.0,22.0,neutral,bullish,bullish
EQIX,2022-07-27,S3,2.598,bullish,3,3,8.0,-10.0,22.0,bullish,bullish,bullish
EQIX,2022-11-02,S3,9.2062,bullish,3,3,7.0,-8.0,20.0,neutral,bullish,bullish
EQIX,2023-02-15,S3,-3.311,neutral,2,2,3.0,-15.0,20.0,neutral,neutral,neutral
EQIX,2023-05-03,S3,-2.9847,neutral,1,2,6.0,-8.0,20.0,neutral,neutral,neutral
EQIX,2023-08-02,S3,1.6797,neutral,2,2,6.0,-10.0,20.0,neutral,neutral,neutral
EQIX,2023-10-25,S3,-17.3205,bearish,2,2,5.0,-10.0,20.0,neutral,neutral,neutral
EQIX,2024-02-14,S3,-12.141,bearish,-1,-1,-6.0,-20.0,8.0,bearish,neutral,neutral
EQIX,2024-05-09,S3,5.4495,neutral,-1,1,8.0,-10.0,22.0,bullish,neutral,neutral
EQIX,2024-08-07,S3,1.8274,neutral,2,2,5.0,-15.0,25.0,neutral,neutral,neutral
EQIX,2024-10-30,S3,-2.7325,neutral,2,2,6.0,-10.0,20.0,neutral,neutral,neutral
EQIX,2025-02-12,S3,-20.8261,bearish,2,2,5.0,-12.0,22.0,neutral,neutral,neutral
EQIX,2025-04-30,S3,-30.5372,bearish,2,2,8.0,-8.0,22.0,neutral,neutral,neutral
EQIX,2025-07-30,S3,-6.0752,bearish,2,2,6.0,-12.0,22.0,neutral,neutral,neutral
EQIX,2025-10-29,S3,26.0453,bullish,3,3,8.0,-8.0,22.0,bullish,bullish,bullish
FRC,2022-01-14,S4,2.2167,neutral,-1,-1,-5.0,-20.0,8.0,neutral,neutral,neutral
FRC,2022-04-13,S4,-0.8607,neutral,1,1,-12.0,-35.0,8.0,bearish,neutral,neutral
FRC,2022-07-14,S4,-21.2296,bearish,1,1,-5.0,-25.0,10.0,bearish,neutral,neutral
FRC,2022-10-14,S4,-101.4455,bearish,-3,-2,-12.0,-30.0,8.0,bearish,bearish,bearish
FRC,2023-01-13,S4,-112.474,bearish,-2,-2,-8.0,-25.0,8.0,bearish,bearish,bearish
FRC,2023-04-24,S4,-102.8004,bearish,-5,-5,-40.0,-80.0,-10.0,bearish,bearish,bearish
HCA,2020-04-21,S3,7.4893,neutral,-2,-2,-8.0,-30.0,12.0,bearish,bearish,bearish
HCA,2020-07-22,S3,13.4092,bullish,1,1,5.0,-15.0,20.0,neutral,neutral,neutral
HCA,2020-10-26,S3,30.1423,bullish,2,3,5.0,-15.0,20.0,neutral,neutral,bullish
HCA,2021-02-02,S3,30.9063,bullish,2,-1,5.0,-15.0,20.0,neutral,neutral,neutral
HCA,2021-04-22,S3,19.5526,bullish,3,3,8.0,-5.0,22.0,neutral,bullish,bullish
HCA,2021-07-20,S3,-5.2575,bearish,2,2,12.0,-5.0,28.0,bullish,neutral,neutral
HCA,2021-10-22,S3,-6.4124,bearish,2,2,6.0,-10.0,20.0,neutral,neutral,neutral
HCA,2022-01-27,S3,-3.2208,neutral,2,2,6.0,-12.0,22.0,neutral,neutral,neutral
HCA,2022-04-22,S3,6.0783,bullish,-2,-2,-5.0,-20.0,10.0,neutral,bearish,bearish
HCA,2022-07-22,S3,31.5231,bullish,2,2,5.0,-12.0,20.0,neutral,neutral,neutral
HCA,2022-10-21,S3,24.8831,bullish,1,-1,6.0,-10.0,20.0,neutral,neutral,neutral
HCA,2023-01-27,S3,-6.1857,bearish,2,2,5.0,-10.0,20.0,neutral,neutral,neutral
HCA,2023-04-21,S3,-17.8369,bearish,3,3,8.0,-8.0,22.0,bullish,bullish,bullish
HCA,2023-07-27,S3,-2.1353,neutral,3,3,8.0,-8.0,22.0,bullish,bullish,bullish
HCA,2023-10-24,S3,20.6428,bullish,-2,1,6.0,-10.0,20.0,neutral,bearish,neutral
HCA,2024-01-30,S3,6.2711,bullish,1,1,5.0,-10.0,20.0,neutral,neutral,neutral
HCA,2024-04-26,S3,3.2156,neutral,2,2,6.0,-10.0,20.0,neutral,neutral,neutral
HCA,2024-07-23,S3,-18.8275,bearish,3,3,8.0,-8.0,22.0,bullish,bullish,bullish
HCA,2024-10-25,S3,-2.8423,neutral,3,3,8.0,-8.0,22.0,bullish,bullish,bullish
HCA,2025-01-24,S3,-5.5961,neutral,1,1,-3.0,-18.0,12.0,neutral,neutral,neutral
HCA,2025-04-25,S3,11.6961,bullish,2,2,5.0,-10.0,20.0,neutral,neutral,neutral
HCA,2025-07-25,S3,30.0649,bullish,1,2,6.0,-12.0,18.0,neutral,neutral,neutral
HCA,2025-10-24,S3,-11.7547,bearish,2,2,4.0,-12.0,18.0,neutral,neutral,neutral
HON,2020-01-31,S1,-13.5527,bearish,-1,-1,0.0,-15.0,15.0,neutral,neutral,neutral
HON,2020-05-01,S1,6.8512,neutral,-2,-2,5.0,-15.0,25.0,neutral,bearish,bearish
HON,2020-07-24,S1,15.6956,bullish,1,-1,4.0,-15.0,20.0,neutral,neutral,neutral
HON,2020-10-30,S1,2.094,bullish,2,2,4.0,-12.0,18.0,neutral,neutral,neutral
HON,2021-01-29,S1,2.9953,neutral,1,1,4.0,-12.0,18.0,neutral,neutral,neutral
HON,2021-04-23,S1,-10.363,bearish,1,2,5.0,-10.0,18.0,neutral,neutral,neutral
HON,2021-07-23,S1,-9.8451,bearish,2,3,5.0,-10.0,18.0,neutral,neutral,bullish
HON,2021-10-22,S1,-5.8923,bearish,2,2,5.0,-12.0,20.0,neutral,neutral,neutral
HON,2022-02-03,S1,8.1864,bullish,-1,-1,5.0,-12.0,20.0,neutral,neutral,neutral
HON,2022-04-29,S1,10.2367,bullish,2,2,4.0,-12.0,18.0,neutral,neutral,neutral
HON,2022-07-28,S1,10.5332,bullish,2,2,3.0,-12.0,18.0,neutral,neutral,neutral
HON,2022-10-27,S1,-9.0966,bearish,2,2,5.0,-12.0,22.0,neutral,neutral,neutral
HON,2023-02-02,S1,-14.8585,bearish,1,1,3.0,-12.0,18.0,neutral,neutral,neutral
HON,2023-04-27,S1,-11.0869,bearish,2,2,5.0,-10.0,18.0,neutral,neutral,neutral
HON,2023-07-27,S1,-3.0328,neutral,2,2,5.0,-10.0,20.0,neutral,neutral,neutral
HON,2023-10-26,S1,-13.5483,bearish,2,2,3.0,-12.0,18.0,neutral,neutral,neutral
HON,2024-02-01,S1,-5.5242,bearish,1,-1,3.0,-12.0,18.0,neutral,neutral,neutral
HON,2024-04-25,S1,-5.8753,bearish,1,-1,-5.0,-20.0,10.0,bearish,neutral,neutral
HON,2024-07-25,S1,-0.6907,neutral,0,-1,-5.0,-20.0,10.0,bearish,neutral,neutral
HON,2024-10-24,S1,2.0964,neutral,-2,-1,-5.0,-20.0,8.0,neutral,bearish,neutral
HON,2025-02-06,S1,0.1415,neutral,2,2,5.0,-10.0,20.0,neutral,neutral,neutral
HON,2025-04-29,S1,-22.0398,bearish,2,2,5.0,-15.0,20.0,neutral,neutral,neutral
HON,2025-07-24,S1,-2.8475,neutral,2,1,4.0,-12.0,18.0,neutral,neutral,neutral
HON,2025-10-23,S1,0.6096,neutral,2,2,8.0,-8.0,22.0,bullish,neutral,neutral
IBM,2020-01-21,S2,-10.4809,bearish,2,2,5.0,-10.0,20.0,neutral,neutral,neutral
IBM,2020-04-20,S2,-17.7574,bearish,-2,-2,-5.0,-20.0,10.0,neutral,bearish,bearish
IBM,2020-07-20,S2,-14.156,bearish,-2,-2,-5.0,-20.0,8.0,bearish,bearish,bearish
IBM,2020-10-19,S2,-7.4994,bearish,-2,-2,4.0,-12.0,18.0,neutral,bearish,bearish
IBM,2021-01-21,S2,4.8997,bearish,-1,-1,-5.0,-20.0,8.0,neutral,neutral,neutral
IBM,2021-04-19,S2,-5.4855,neutral,-1,1,3.0,-12.0,18.0,neutral,neutral,neutral
IBM,2021-07-19,S2,-6.5529,bearish,-1,-1,-3.0,-15.0,8.0,neutral,neutral,neutral
IBM,2021-10-20,S2,14.7004,neutral,-1,-1,3.0,-12.0,18.0,neutral,neutral,neutral
IBM,2022-01-24,S2,3.3987,bullish,-1,-2,-5.0,-20.0,10.0,bearish,neutral,bearish
IBM,2022-04-19,S2,5.4265,bullish,1,1,5.0,-12.0,20.0,neutral,neutral,neutral
IBM,2022-07-18,S2,9.5316,neutral,1,-1,-5.0,-20.0,10.0,bearish,neutral,neutral
IBM,2022-10-19,S2,-14.879,bearish,2,2,5.0,-12.0,18.0,neutral,neutral,neutral
IBM,2023-01-25,S2,-7.6173,bearish,1,-1,-5.0,-20.0,8.0,neutral,neutral,neutral
IBM,2023-04-19,S2,6.3205,bullish,0,1,-3.0,-18.0,10.0,neutral,neutral,neutral
IBM,2023-07-19,S2,15.57,bullish,1,1,4.0,-12.0,18.0,neutral,neutral,neutral
IBM,2023-10-25,S2,5.5519,bullish,-1,1,2.0,-12.0,14.0,neutral,neutral,neutral
IBM,2024-01-24,S2,-14.267,bearish,-1,2,3.0,-12.0,18.0,neutral,neutral,neutral
IBM,2024-04-24,S2,22.9986,bullish,1,-1,-5.0,-20.0,8.0,neutral,neutral,neutral
IBM,2024-07-24,S2,3.658,bullish,2,2,5.0,-10.0,18.0,neutral,neutral,neutral
IBM,2024-10-23,S2,19.9695,bullish,-1,1,3.0,-12.0,18.0,neutral,neutral,neutral
IBM,2025-01-29,S2,-4.092,bullish,2,2,7.0,-8.0,20.0,neutral,neutral,neutral
IBM,2025-04-23,S2,3.2162,bearish,2,2,6.0,-8.0,18.0,neutral,neutral,neutral
IBM,2025-07-23,S2,6.1787,neutral,2,3,7.0,-8.0,20.0,neutral,neutral,bullish
IBM,2025-10-22,S2,-17.5007,bearish,2,3,8.0,-8.0,22.0,neutral,neutral,bullish
INTC,2020-01-23,S1,-10.019,neutral,-2,1,-5.0,-20.0,8.0,neutral,bearish,neutral
INTC,2020-04-23,S1,-30.8281,bearish,-1,1,5.0,-20.0,25.0,neutral,neutral,neutral
INTC,2020-07-23,S1,3.7174,bearish,-3,-3,-15.0,-35.0,5.0,bearish,bearish,bearish
INTC,2020-10-22,S1,10.5843,neutral,2,-1,8.0,-10.0,25.0,bullish,neutral,neutral
INTC,2021-04-23,S1,-24.3302,bearish,-2,-2,3.0,-15.0,20.0,neutral,bearish,bearish
INTC,2021-07-22,S1,-3.3593,bearish,-1,-2,-5.0,-20.0,10.0,neutral,neutral,bearish
INTC,2021-10-21,S1,-0.6392,bearish,-2,-3,-12.0,-30.0,5.0,bearish,bearish,bearish
INTC,2022-01-26,S1,-9.3757,bearish,-2,-2,-8.0,-25.0,8.0,bearish,bearish,bearish
INTC,2022-04-28,S1,-31.962,bearish,-2,-2,-8.0,-25.0,8.0,bearish,bearish,bearish
INTC,2022-07-28,S1,-15.3729,bearish,-3,-3,-18.0,-40.0,5.0,bearish,bearish,bearish
INTC,2022-10-27,S1,-3.295,bullish,-2,-2,-8.0,-25.0,10.0,bearish,bearish,bearish
INTC,2023-01-26,S1,11.1531,neutral,-2,-3,-8.0,-30.0,12.0,bearish,bearish,bearish
INTC,2023-04-27,S1,5.5132,bullish,-2,-2,4.0,-18.0,22.0,neutral,bearish,bearish
INTC,2023-07-27,S1,27.7284,bullish,2,2,8.0,-12.0,25.0,neutral,neutral,neutral
INTC,2023-10-26,S1,-23.809,bearish,2,2,5.0,-15.0,20.0,neutral,neutral,neutral
INTC,2024-01-25,S1,-39.2149,bearish,-2,-2,-8.0,-25.0,10.0,bearish,bearish,bearish
