split,ticker,date,pred,mD,m1
train,IBM,2024-04-24,neutral,0.01096,-0.07871
train,IBM,2024-07-24,neutral,0.02223,0.04847
train,IBM,2024-10-23,neutral,0.01129,-0.06386
train,IBM,2025-01-29,bullish,0.01764,0.12427
train,IBM,2025-04-23,neutral,0.00352,-0.08684
train,IBM,2025-07-23,bullish,-0.00833,-0.07657
train,IBM,2025-10-22,bullish,0.02456,-0.01466
train,INTC,2020-01-23,neutral,0.00826,0.09023
train,INTC,2020-04-23,neutral,-0.01757,-0.01021
train,INTC,2020-07-23,bearish,0.00128,-0.15598
train,INTC,2020-10-22,neutral,0.00199,-0.10915
train,INTC,2021-04-23,neutral,-0.06406,-0.01019
train,INTC,2021-07-22,neutral,-0.0069,-0.06318
train,INTC,2021-10-21,neutral,0.00877,-0.11575
train,INTC,2022-01-26,neutral,0.01604,-0.06548
train,INTC,2022-04-28,neutral,0.01057,-0.03243
train,INTC,2022-07-28,bearish,-0.02424,-0.1002
train,INTC,2022-10-27,bearish,-0.02921,0.08279
train,INTC,2023-01-26,bearish,0.00214,-0.06644
train,INTC,2023-04-27,bearish,0.00797,0.03165
train,INTC,2023-07-27,neutral,0.01216,0.0562
train,INTC,2023-10-26,bullish,0.00253,0.0974
train,INTC,2024-01-25,neutral,0.00393,-0.1178
train,INTC,2024-04-25,bearish,0.02148,-0.10147
train,INTC,2024-08-01,bearish,-0.04082,-0.24197
train,INTC,2024-10-31,bearish,-0.01537,0.07385
train,INTC,2025-01-30,bearish,0.0078,-0.02366
train,INTC,2025-04-24,bearish,0.02266,-0.07423
train,INTC,2025-07-24,bearish,-0.03694,-0.08951
train,INTC,2025-10-23,neutral,0.02766,-0.00503
train,ITW,2020-01-31,neutral,0.00174,0.00103
train,ITW,2020-05-05,neutral,-0.00071,0.00108
train,ITW,2020-07-31,neutral,-0.01156,-0.00192
train,ITW,2020-10-23,neutral,0.02129,-0.01437
train,ITW,2021-02-05,neutral,0.0221,0.00292
train,ITW,2021-04-30,neutral,0.00523,0.01129
train,ITW,2021-07-30,neutral,-0.00272,-0.00311
train,ITW,2021-10-28,neutral,0.00988,0.00384
train,ITW,2022-02-03,neutral,0.04673,-0.0566
train,ITW,2022-05-03,bullish,0.01636,0.01269
train,ITW,2022-08-02,neutral,-0.00522,0.00211
train,ITW,2022-10-25,bullish,0.00938,0.01574
train,ITW,2023-02-02,neutral,0.03132,-0.00458
train,ITW,2023-05-02,neutral,-0.03522,-0.00248
train,ITW,2023-08-01,neutral,-0.0407,0.00664
train,ITW,2023-10-24,neutral,-0.0048,0.0274
train,ITW,2024-02-01,neutral,-0.03359,-0.00853
train,ITW,2024-04-30,neutral,-0.00474,-0.00429
train,ITW,2024-07-30,neutral,0.01039,-0.02452
train,ITW,2024-10-30,neutral,0.0354,0.0075
train,ITW,2025-02-05,neutral,-0.00578,-0.00013
train,ITW,2025-04-30,neutral,-0.00801,-0.00988
train,ITW,2025-07-30,neutral,-0.02121,0.01282
train,ITW,2025-10-24,neutral,-0.05358,-0.00342
train,JKS,2020-06-20,bearish,-0.02948,0.07389
train,JKS,2020-09-23,neutral,0.23288,-0.02149
train,JKS,2020-12-07,neutral,-0.04746,0.06664
train,JKS,2021-04-09,neutral,-0.01267,-0.05961
train,JKS,2021-06-25,neutral,0.13221,0.22705
train,JKS,2021-09-15,neutral,0.0329,-0.03475
train,JKS,2021-11-30,neutral,-0.0468,-0.01414
train,JKS,2022-03-23,neutral,-0.02888,0.02156
train,JKS,2022-04-28,neutral,-0.05648,-0.00258
train,JKS,2022-08-26,bearish,0.05312,0.0215
train,JKS,2022-10-28,bullish,-0.06371,0.04075
train,JKS,2023-03-10,neutral,-0.11342,0.01572
train,JKS,2023-04-28,bearish,0.03085,0.00101
train,JKS,2023-08-14,bullish,-0.00747,-0.02432
train,JKS,2023-10-30,bullish,0.12903,0.09697
train,JKS,2024-03-20,neutral,-0.06785,-0.0531
train,JKS,2024-04-29,neutral,0.02173,-0.00961
train,JKS,2024-08-30,bearish,0.04791,-0.03794
train,JKS,2024-10-30,bearish,0.05228,0.06733
train,JKS,2025-04-29,bearish,-0.04483,0.0108
train,JKS,2025-11-17,neutral,0.14023,-0.05472
train,JPM,2020-01-14,bullish,0.01319,-0.01725
train,JPM,2020-06-24,neutral,-0.00788,0.02414
train,JPM,2020-07-13,neutral,0.02299,-0.00722
train,JPM,2020-10-13,neutral,-0.00968,0.00073
train,JPM,2021-01-15,neutral,-0.01063,-0.01218
train,JPM,2021-04-14,bullish,-0.01528,-0.00439
train,JPM,2021-07-13,bullish,-0.01146,-0.0049
train,JPM,2021-10-13,neutral,-0.02996,-0.00148
train,JPM,2022-01-14,neutral,-0.06187,-0.02422
train,JPM,2022-04-13,neutral,-0.04369,0.00318
train,JPM,2022-07-14,neutral,-0.03251,0.02673
train,JPM,2022-10-14,bullish,0.03943,0.0163
train,JPM,2023-01-13,neutral,0.02136,-0.01362
train,JPM,2023-04-14,bullish,0.07795,0.00434
train,JPM,2023-07-14,neutral,0.00667,0.02063
train,JPM,2023-10-13,neutral,0.02,-0.01153
train,JPM,2024-01-12,neutral,-0.00803,-0.0026
train,JPM,2024-04-12,neutral,-0.05087,0.01308
train,JPM,2024-07-12,neutral,-0.01841,0.02218
train,JPM,2024-10-11,neutral,0.03841,-0.01182
train,JPM,2025-01-15,neutral,0.00153,0.00953
train,JPM,2025-04-11,bullish,0.02218,-0.01597
train,JPM,2025-07-15,bullish,-0.00317,-0.00589
train,JPM,2025-10-14,neutral,-0.0179,0.00751
train,KMB,2020-04-22,neutral,0.00168,-0.01702
train,KMB,2020-07-23,bullish,0.03293,0.00651
train,KMB,2020-10-22,neutral,-0.07483,-0.01216
train,KMB,2021-01-25,neutral,0.02858,0.0061
train,KMB,2021-04-23,neutral,-0.06942,-0.01412
train,KMB,2021-07-23,neutral,-0.00503,-0.00658
train,KMB,2021-10-25,neutral,-0.02739,0.02339
train,KMB,2022-01-26,neutral,-0.0318,0.02452
train,KMB,2022-04-22,neutral,0.1087,0.03008
train,KMB,2022-07-26,neutral,0.01595,-0.0403
train,KMB,2022-10-25,neutral,0.01536,0.01356
train,KMB,2023-01-25,neutral,-0.01946,-0.02454
train,KMB,2023-04-21,neutral,0.01669,0.00503
train,KMB,2023-07-21,bullish,0.01691,-0.00432
train,KMB,2023-10-20,neutral,0.01416,-0.00867
train,KMB,2024-01-19,bullish,-0.01466,-0.00562
train,KMB,2024-04-19,bullish,0.01844,0.00735
train,KMB,2024-07-19,bullish,0.00366,-0.00676
train,KMB,2024-10-18,neutral,-0.0085,-0.00661
train,KMB,2025-01-24,neutral,0.01378,0.03751
train,KMB,2025-04-25,neutral,-0.01274,-0.00578
train,KMB,2025-07-18,neutral,-0.00224,-0.00833
train,KMB,2025-10-30,neutral,0.0409,-0.00744
train,LLY,2020-01-30,neutral,0.01641,-0.00308
train,LLY,2020-04-23,neutral,0.02062,0.00482
train,LLY,2020-07-30,neutral,-0.05053,-0.02561
train,LLY,2020-10-27,neutral,-0.06571,0.02971
train,LLY,2021-01-29,bullish,0.00979,-0.03987
train,LLY,2021-04-27,bullish,-0.02654,-0.00882
train,LLY,2021-08-03,neutral,0.02994,0.03023
train,LLY,2021-10-26,bullish,0.01293,0.01139
train,LLY,2022-02-03,bullish,-0.0005,-0.01508
train,LLY,2022-04-28,bullish,0.01746,0.01966
train,LLY,2022-08-04,bullish,-0.02494,-0.01293
train,LLY,2022-11-01,neutral,-0.02189,0.03185
train,LLY,2023-02-02,bullish,-0.04921,0.03597
train,LLY,2023-04-27,bullish,0.01751,0.00558
train,LLY,2023-08-08,bullish,0.15304,0.01556
train,LLY,2023-11-02,bullish,0.02742,-0.03063
train,LLY,2024-02-06,bullish,-0.00456,0.02052
train,LLY,2024-04-30,bullish,0.07539,-0.00232
train,LLY,2024-08-08,neutral,0.07165,0.05045
train,LLY,2024-10-30,neutral,-0.05978,-0.00058
train,LLY,2025-02-06,bullish,0.03,0.01828
train,LLY,2025-05-01,bullish,-0.12372,0.02233
train,LLY,2025-08-07,neutral,-0.14053,-0.03153
train,LLY,2025-10-30,neutral,0.04907,0.01846
train,MMM,2020-01-28,neutral,-0.0677,-0.02079
train,MMM,2020-01-29,neutral,-0.02079,-0.0001
train,MMM,2020-04-25,bearish,0.03082,0.03037
train,MMM,2020-04-28,neutral,0.03037,-0.03474
train,MMM,2020-07-25,neutral,0.01398,-0.04211
train,MMM,2020-07-28,neutral,-0.04211,-0.00638
train,MMM,2020-10-27,neutral,-0.02743,0.01865
train,MMM,2021-01-26,neutral,0.03419,0.08525
train,MMM,2021-04-27,neutral,-0.02573,0.0079
train,MMM,2021-07-27,neutral,-0.00139,-0.01051
train,MMM,2021-10-26,neutral,-0.00222,-0.01709
train,MMM,2022-01-25,neutral,0.01771,-0.0231
train,MMM,2022-04-26,neutral,-0.00051,-0.00288
train,MMM,2022-07-26,bearish,0.06126,-0.03939
train,MMM,2022-10-25,neutral,-0.01495,0.04298
train,MMM,2023-01-24,bearish,-0.06107,-0.01837
train,MMM,2023-04-25,neutral,0.00931,-0.00966
train,MMM,2023-07-25,bearish,0.05059,0.02543
train,MMM,2023-10-24,neutral,0.04526,0.00625
train,MMM,2024-01-23,neutral,-0.11327,-0.03085
train,MMM,2024-04-30,neutral,0.06304,0.02325
train,MMM,2024-07-26,neutral,0.21871,-0.01632
train,MMM,2024-10-22,neutral,-0.02253,-0.01986
train,MMM,2025-01-21,neutral,0.0324,0.00956
train,MMM,2025-04-22,neutral,0.05519,-0.01748
train,MMM,2025-07-18,neutral,-0.0358,-0.00457
train,MMM,2025-10-21,bullish,0.07664,0.00874
train,MRK,2020-02-05,bullish,-0.04018,-0.00511
train,MRK,2020-04-28,neutral,-0.02874,-0.03123
train,MRK,2020-07-31,neutral,0.00792,0.02171
train,MRK,2020-10-27,neutral,-0.00733,0.01097
train,MRK,2021-02-04,neutral,-0.02805,-0.00696
train,MRK,2021-04-29,neutral,-0.05061,0.0177
train,MRK,2021-06-28,neutral,-0.00642,0.00402
train,MRK,2021-10-28,bullish,0.05179,0.0153
train,MRK,2022-02-03,neutral,-0.01308,-0.0104
train,MRK,2022-04-28,bullish,0.02414,0.0382
train,MRK,2022-07-28,bullish,-0.02668,-0.02125
train,MRK,2022-10-27,neutral,0.01885,-0.01346
train,MRK,2023-02-02,bullish,-0.04746,0.0056
train,MRK,2023-04-27,neutral,-0.00466,-0.00584
train,MRK,2023-08-01,bullish,-0.00998,0.0179
train,MRK,2023-10-26,bullish,0.0305,-0.02133
train,MRK,2024-02-01,bullish,0.03328,-0.01029
train,MRK,2024-04-25,bullish,0.03309,-0.0058
train,MRK,2024-07-30,neutral,-0.09299,-0.03465
train,MRK,2024-10-31,bearish,-0.00434,-0.00852
train,MRK,2025-02-04,bearish,-0.0974,-0.01585
train,MRK,2025-04-24,neutral,-0.00708,0.0291
train,MRK,2025-07-29,neutral,-0.01437,-0.00939
train,MRK,2025-10-30,neutral,0.00753,-0.00676
train,MSFT,2020-01-29,bullish,0.01642,0.02496
train,MSFT,2020-04-29,bullish,0.0187,0.01934
train,MSFT,2020-07-22,bullish,0.00868,-0.03156
train,MSFT,2020-10-27,bullish,0.01854,-0.01539
train,MSFT,2021-01-26,bullish,0.01376,0.02689
train,MSFT,2021-04-29,bullish,-0.01443,0.00526
train,MSFT,2021-07-27,bullish,-0.00413,-0.00071
train,MSFT,2021-10-26,bullish,0.00553,0.04654
train,MSFT,2022-01-25,neutral,-0.01438,0.031
train,MSFT,2022-04-26,neutral,-0.00844,0.0453
train,MSFT,2022-07-26,neutral,-0.01494,0.04089
train,MSFT,2022-10-25,bullish,-0.00218,-0.06962
train,MSFT,2023-01-24,bullish,-0.00115,-0.00628
train,MSFT,2023-04-25,neutral,-0.00666,0.07667
train,MSFT,2023-07-25,bullish,0.01428,-0.03779
train,MSFT,2023-10-24,bullish,-0.00387,0.04503
train,MSFT,2024-01-30,bullish,-0.00198,-0.01063
train,MSFT,2024-04-25,bullish,-0.0207,0.00877
train,MSFT,2024-07-30,neutral,-0.00386,-0.02706
train,MSFT,2024-10-30,bullish,0.00437,-0.04092
train,MSFT,2025-01-29,bullish,-0.00641,-0.06718
train,MSFT,2025-04-30,bullish,0.0027,0.06917
train,MSFT,2025-07-30,bullish,0.00257,0.04323
train,MSFT,2025-10-29,bullish,-0.00144,-0.01816
train,MS,2020-01-16,bullish,0.05779,0.01585
train,MS,2020-04-16,neutral,-0.00587,-0.00799
train,MS,2020-07-16,neutral,0.02842,-0.00727
train,MS,2020-10-15,bullish,0.01466,0.01073
train,MS,2021-01-20,bullish,-0.01584,-0.00278
train,MS,2021-04-17,neutral,0.02324,-0.02692
train,MS,2021-07-15,bullish,0.00525,-0.00705
train,MS,2021-10-14,neutral,0.00793,0.00357
train,MS,2022-01-19,bullish,0.02868,0.0539
train,MS,2022-04-14,neutral,0.01994,0.01988
train,MS,2022-07-14,neutral,-0.00144,0.02588
train,MS,2022-10-14,neutral,-0.02789,-0.00126
train,MS,2023-01-17,neutral,0.06096,0.01064
train,MS,2023-04-19,neutral,0.00685,0.00524
train,MS,2023-07-18,neutral,0.05706,0.01105
train,MS,2023-10-18,neutral,-0.05452,-0.01739
train,MS,2024-01-16,neutral,-0.03791,-0.01259
train,MS,2024-04-16,bullish,0.02654,0.01646
train,MS,2024-07-16,bullish,0.00319,0.02099
train,MS,2024-10-16,bullish,0.06062,-0.00067
train,MS,2025-01-16,neutral,0.04221,0.00513
train,MS,2025-04-11,bullish,-0.00339,-0.00054
train,MS,2025-07-16,bullish,-0.01606,0.00182
train,MS,2025-10-15,neutral,0.04262,-0.00936
train,MU,2020-03-25,neutral,-0.03277,-0.00451
train,MU,2020-06-29,neutral,-0.00109,0.03541
train,MU,2020-09-29,bearish,0.02536,-0.08153
train,MU,2021-01-07,bullish,0.01108,-0.02706
train,MU,2021-03-31,bullish,0.01524,0.03681
train,MU,2021-06-30,bullish,0.02388,-0.06284
train,MU,2021-09-28,bullish,-0.00752,-0.02166
train,MU,2021-12-20,bullish,-0.00105,0.08769
train,MU,2022-03-29,bullish,0.01505,-0.02905
train,MU,2022-06-30,bearish,-0.00509,-0.04006
train,MU,2022-09-29,bearish,0.00148,0.01726
train,MU,2022-12-21,neutral,-0.00489,-0.02012
train,MU,2023-03-28,bearish,-0.00629,0.05733
train,MU,2023-06-28,neutral,0.00369,-0.04479
train,MU,2023-09-27,bullish,0.00357,-0.04993
train,MU,2023-12-20,bullish,-0.02849,0.07681
train,MU,2024-03-20,bullish,0.01469,0.13799
train,MU,2024-06-26,bullish,0.00754,-0.07273
train,MU,2024-09-25,bullish,0.02104,0.14337
train,MU,2024-12-18,neutral,-0.01347,-0.16148
train,MU,2025-03-20,bullish,0.0121,-0.07772
train,MU,2025-06-25,bullish,-0.00572,-0.01765
train,MU,2025-09-23,bullish,0.01632,-0.02506
train,MU,2025-12-17,bullish,-0.01906,0.09457
train,NEM,2020-02-20,neutral,0.04591,0.03816
train,NEM,2020-05-05,neutral,0.02535,-0.03143
train,NEM,2020-07-30,neutral,-0.02928,0.04601
train,NEM,2020-10-29,bullish,0.01865,0.05186
train,NEM,2021-02-18,bullish,0.01075,-0.01026
train,NEM,2021-04-29,neutral,-0.03581,0.00818
train,NEM,2021-07-22,neutral,-0.00458,-0.01195
train,NEM,2021-10-28,neutral,-0.05518,-0.01878
train,NEM,2022-02-24,neutral,-0.03747,-0.00438
train,NEM,2022-04-22,neutral,-0.00552,-0.03143
train,NEM,2022-07-25,bearish,-0.13354,0.04659
train,NEM,2022-11-01,neutral,-0.01004,-0.02717
train,NEM,2023-02-23,neutral,-0.00464,-0.00559
train,NEM,2023-04-27,neutral,0.00385,-0.02656
train,NEM,2023-07-20,neutral,-0.05379,0.0179
train,NEM,2023-10-26,neutral,0.03156,0.04429
train,NEM,2024-02-22,bearish,-0.09668,0.01194
train,NEM,2024-04-25,neutral,0.12841,-0.02514
train,NEM,2024-07-25,neutral,-0.03672,0.01134
train,NEM,2024-10-24,bearish,-0.1492,-0.01651
train,NEM,2025-02-20,neutral,0.0185,-0.04029
train,NEM,2025-04-23,neutral,-0.04098,0.02693
train,NEM,2025-07-24,bullish,0.00113,0.06471
train,NEM,2025-10-23,bullish,0.01591,-0.07048
train,NOW,2020-01-29,bullish,-0.00274,0.08844
train,NOW,2020-04-29,bullish,0.06163,0.10108
train,NOW,2020-07-29,bullish,0.01223,-0.02854
train,NOW,2020-10-28,bullish,0.00265,0.04467
train,NOW,2021-01-27,bullish,-0.00553,0.06447
train,NOW,2021-04-28,bullish,-0.00929,-0.10012
train,NOW,2021-07-28,bullish,0.00223,0.00113
train,NOW,2021-10-27,bullish,-0.01323,0.02486
train,NOW,2022-01-26,bullish,-0.01902,0.09633
train,NOW,2022-04-27,bullish,0.01975,0.05566
train,NOW,2022-07-27,neutral,0.03501,-0.03952
train,NOW,2022-10-26,bullish,-0.01968,0.13978
train,NOW,2023-01-25,bullish,0.01171,0.02087
train,NOW,2023-04-26,bullish,0.0308,-0.01923
train,NOW,2023-07-26,bullish,-0.00893,-0.02348
train,NOW,2023-10-25,bullish,-0.02934,0.05117
train,NOW,2024-01-24,bullish,0.01218,-0.00116
train,NOW,2024-04-24,bullish,0.00768,-0.03645
train,NOW,2024-07-24,bullish,-0.0226,0.13919
train,NOW,2024-10-23,bullish,-0.00205,0.05171
train,NOW,2025-01-29,bullish,-0.01838,-0.11981
train,NOW,2025-04-23,bullish,0.04432,0.13383
train,NOW,2025-07-23,bullish,-0.01468,0.04123
train,NOW,2025-10-29,bullish,-0.02843,0.0362
train,NXPI,2020-10-27,bullish,-0.00886,0.00821
train,NXPI,2021-02-02,bullish,0.01897,-0.01834
train,NXPI,2021-04-27,bullish,-0.00769,-0.02307
train,NXPI,2021-08-03,bullish,-0.00072,0.01394
train,NXPI,2021-11-02,bullish,0.00293,0.03853
train,NXPI,2022-02-01,bullish,0.00668,0.00061
train,NXPI,2022-05-03,bullish,0.00146,0.01363
train,NXPI,2022-07-26,bullish,0.01373,0.01393
train,NXPI,2022-11-01,neutral,0.04387,0.00376
train,NXPI,2023-01-31,neutral,0.01221,0.04162
train,NXPI,2023-05-02,bullish,0.04437,-0.01617
train,NXPI,2023-07-25,neutral,0.04,-0.00657
train,NXPI,2023-11-07,neutral,0.01357,-0.01392
train,NXPI,2024-02-06,neutral,0.00606,-0.01565
train,NXPI,2024-04-30,neutral,0.0525,-0.02314
train,NXPI,2024-07-23,neutral,-0.07422,-0.00746
train,NXPI,2024-11-05,neutral,-0.0638,0.00509
train,NXPI,2025-02-04,neutral,-0.01809,0.0495
train,NXPI,2025-04-29,neutral,-0.0757,0.00886
train,NXPI,2025-07-22,bullish,-0.00133,-0.02294
train,NXPI,2025-10-28,neutral,-0.04147,-0.03922
train,OXY,2020-02-27,bearish,-0.02551,0.03344
train,OXY,2020-05-05,bearish,-0.02213,-0.11855
train,OXY,2020-08-10,bearish,0.06368,-0.07184
train,OXY,2020-10-09,neutral,-0.04113,-0.01701
train,OXY,2021-02-23,neutral,-0.0167,0.06956
train,OXY,2021-05-11,neutral,-0.06993,0.0453
train,OXY,2021-08-04,bullish,-0.02308,0.01313
train,OXY,2021-11-05,neutral,-0.01325,0.02518
train,OXY,2022-02-25,bullish,-0.02669,0.13137
train,OXY,2022-05-11,bullish,0.0275,-0.0136
train,OXY,2022-08-03,bullish,-0.07822,-0.0572
train,OXY,2022-11-09,bullish,-0.07161,-0.01742
train,OXY,2023-02-28,neutral,-0.00309,0.02347
train,OXY,2023-05-10,bullish,-0.04046,0.02074
train,OXY,2023-08-03,neutral,0.0149,0.02558
train,OXY,2023-11-08,neutral,0.01505,-0.00152
train,OXY,2024-02-15,neutral,0.04214,0.0118
train,OXY,2024-05-08,neutral,-0.02146,0.00303
train,OXY,2024-08-08,neutral,0.02001,-0.00646
train,OXY,2024-11-13,bullish,0.01602,-0.00237
train,OXY,2025-02-19,neutral,0.04167,0.02573
train,OXY,2025-05-08,neutral,0.05532,0.01865
train,OXY,2025-08-07,neutral,0.02552,0.00895
train,OXY,2025-11-11,bullish,-0.00109,0.00136
train,PARA,2020-02-20,neutral,,
train,PARA,2020-05-07,neutral,,
train,PARA,2020-08-06,neutral,,
train,PARA,2020-11-06,neutral,,
train,PARA,2021-02-24,bullish,0.00764,0.00963
train,PARA,2021-05-06,bullish,-0.00697,-0.00525
train,PARA,2021-08-05,bullish,-0.00426,0.00867
train,PARA,2021-11-04,neutral,-0.00471,-0.00347
train,PARA,2022-02-15,bullish,-0.01439,-0.00112
train,PARA,2022-05-03,neutral,-0.00661,-0.02944
train,PARA,2022-08-04,neutral,0.00068,0.0027
train,PARA,2022-11-02,neutral,0.0261,0.0103
train,PARA,2023-02-16,bearish,0.01377,0.0025
train,PARA,2023-05-04,bearish,0.00708,0.00622
train,PARA,2023-08-07,bearish,-0.00778,0.00435
train,PARA,2023-11-02,bearish,-0.01916,-0.00912
train,PARA,2024-02-28,bearish,0.06091,-0.01457
train,PARA,2024-04-29,bearish,0.08049,0.04427
train,PARA,2024-08-08,bearish,0.06932,-0.05826
train,PARA,2024-11-08,bearish,0.00547,-0.01552
train,PARA,2025-02-26,bearish,-0.02772,-0.09593
train,PARA,2025-05-08,bearish,0.02438,-0.02029
train,PARA,2025-07-31,neutral,-0.06699,0.26207
train,PG,2020-01-23,neutral,-0.0116,0.01009
train,PG,2020-04-17,bullish,-0.00076,-0.01518
train,PG,2020-07-29,neutral,-0.00894,0.02781
train,PG,2020-10-20,neutral,1e-05,0.0073
train,PG,2021-01-21,bullish,-0.00789,-0.00417
train,PG,2021-04-20,neutral,0.01567,-0.016
train,PG,2021-07-30,neutral,0.02457,-0.00036
train,PG,2021-10-19,neutral,-0.01952,-2e-05
train,PG,2022-01-19,neutral,0.04401,0.01107
train,PG,2022-04-20,bullish,0.02734,0.0086
train,PG,2022-07-29,neutral,-0.07638,0.03168
train,PG,2022-10-19,neutral,0.01636,-0.01145
train,PG,2023-01-19,neutral,-0.01997,-0.01477
train,PG,2023-04-21,neutral,0.03383,0.00075
train,PG,2023-07-28,neutral,0.01848,-0.00261
train,PG,2023-10-18,bullish,0.0391,-0.00308
train,PG,2024-01-23,neutral,0.03847,-0.01317
train,PG,2024-04-19,neutral,0.01413,0.00597
train,PG,2024-07-30,neutral,-0.04337,-0.02207
train,PG,2024-10-18,neutral,-0.00965,-0.00852
train,PG,2025-01-22,neutral,0.01305,0.0031
train,PG,2025-04-24,neutral,-0.05846,0.00211
train,PG,2025-07-29,neutral,-0.00054,-0.02256
train,PG,2025-10-24,neutral,-0.00633,-0.01672
train,PH,2020-01-30,neutral,0.02756,-0.02795
train,PH,2020-04-30,neutral,0.01734,-0.0054
train,PH,2020-08-06,neutral,0.03329,0.02296
train,PH,2020-11-05,bullish,0.07245,-0.00154
train,PH,2021-02-04,bullish,-0.01962,0.03506
train,PH,2021-04-29,neutral,-0.02208,0.00619
train,PH,2021-08-05,bullish,-0.01662,-0.00731
train,PH,2021-11-04,bullish,0.06619,-0.00313
train,PH,2022-02-03,bullish,-0.00199,-0.03227
train,PH,2022-05-05,bullish,-0.01408,-0.01076
train,PH,2022-08-04,neutral,0.01243,-0.00052
train,PH,2022-11-03,bullish,0.01954,0.03002
train,PH,2023-02-02,neutral,0.0124,0.04751
train,PH,2023-05-04,bullish,0.00421,0.01565
train,PH,2023-08-03,bullish,0.0332,-0.00511
train,PH,2023-11-02,neutral,0.07291,-0.0175
train,PH,2024-02-01,neutral,0.06373,0.00983
train,PH,2024-05-02,bullish,-0.03197,-0.00203
train,PH,2024-08-08,neutral,0.08533,-0.00136
train,PH,2024-10-31,neutral,0.03527,-0.00271
train,PH,2025-01-30,neutral,0.05183,0.00981
train,PH,2025-05-01,neutral,0.00128,-0.00026
train,PH,2025-08-07,neutral,0.04133,-0.00452
train,PH,2025-11-06,bullish,0.08823,0.01084
train,PSX,2020-01-29,neutral,-0.00838,0.00312
train,PSX,2020-05-01,neutral,-0.0666,0.10454
train,PSX,2020-07-31,neutral,-0.02486,-0.02146
train,PSX,2020-10-30,neutral,0.02521,0.01665
train,PSX,2021-04-30,neutral,0.00398,0.03529
train,PSX,2021-08-03,neutral,0.02711,-0.05332
train,PSX,2021-10-29,neutral,-0.0277,0.04321
train,PSX,2022-01-28,neutral,-0.04313,-0.0116
train,PSX,2022-04-29,bullish,0.0318,0.02187
train,PSX,2022-07-29,neutral,-0.00333,-0.01401
train,PSX,2022-11-01,neutral,0.034,-0.01346
train,PSX,2023-01-31,neutral,-0.07249,-0.03337
train,PSX,2023-05-03,bullish,0.01974,-0.03085
train,PSX,2023-08-02,bullish,-0.01392,0.01589
train,PSX,2023-10-27,neutral,0.01207,0.00166
train,PSX,2024-01-31,bullish,0.02966,-0.0045
train,PSX,2024-04-26,neutral,-0.04655,-0.00268
train,PSX,2024-07-30,neutral,0.05321,-0.02774
train,PSX,2024-10-29,neutral,-0.04522,-0.00671
train,PSX,2025-01-31,neutral,-0.01926,0.00664
train,PSX,2025-04-25,neutral,-0.0141,0.01703
train,PSX,2025-07-25,neutral,0.001,0.02202
train,PSX,2025-10-29,bullish,0.03199,0.00426
train,QCOM,2020-02-05,bullish,0.01072,-0.00666
train,QCOM,2020-04-29,neutral,0.0227,0.00551
train,QCOM,2020-07-29,bullish,0.00498,0.15578
train,QCOM,2020-11-04,bullish,0.00571,0.10797
train,QCOM,2021-02-03,bullish,-0.01584,-0.09966
train,QCOM,2021-04-28,bullish,-0.01015,0.03837
train,QCOM,2021-07-28,bullish,0.01112,0.05588
train,QCOM,2021-11-03,bullish,0.01793,0.1226
train,QCOM,2022-02-02,bullish,0.05278,-0.02485
train,QCOM,2022-04-27,bullish,0.00917,0.07163
train,QCOM,2022-07-27,neutral,-0.00296,-0.05797
train,QCOM,2022-11-02,neutral,-0.01607,-0.06633
train,QCOM,2023-02-02,bearish,-0.03341,0.00452
train,QCOM,2023-05-03,neutral,-0.02139,-0.04831
train,QCOM,2023-08-02,neutral,-0.00736,-0.0789
train,QCOM,2023-11-01,neutral,0.00677,0.03918
train,QCOM,2024-01-31,neutral,0.03365,-0.06292
train,QCOM,2024-05-01,bullish,-0.00724,0.08808
train,QCOM,2024-07-31,bullish,0.06767,-0.07951
train,QCOM,2024-11-06,bullish,0.01781,-0.00819
train,QCOM,2025-02-05,bullish,0.01224,-0.04066
train,QCOM,2025-04-30,neutral,0.01036,-0.09634
train,QCOM,2025-07-30,neutral,-0.01737,-0.07358
train,QCOM,2025-11-05,bullish,0.03634,-0.02555
train,QS,2021-02-16,neutral,-0.07234,0.31336
train,QS,2021-05-11,neutral,0.04476,-0.0527
train,QS,2021-07-27,neutral,-0.04726,0.13072
train,QS,2021-10-26,neutral,0.00302,-0.08102
train,QS,2022-02-16,neutral,-0.03082,-0.02749
train,QS,2022-04-26,neutral,-0.05336,0.0257
train,QS,2022-07-27,neutral,0.0077,0.00087
train,QS,2022-10-26,neutral,-0.0333,-0.0637
train,QS,2023-02-15,neutral,0.31966,-0.15768
train,QS,2023-04-26,neutral,0.00012,-0.02542
train,QS,2023-07-26,neutral,0.00091,0.14964
train,QS,2023-10-25,neutral,-0.03157,-0.05754
train,QS,2024-02-14,neutral,0.01631,-0.06557
train,QS,2024-04-24,neutral,-0.0192,-0.06554
train,QS,2024-07-24,neutral,-0.05063,-0.07254
train,QS,2024-10-23,bullish,-0.0135,0.25266
train,QS,2025-02-12,neutral,0.01793,0.05984
train,QS,2025-04-23,neutral,0.01293,-0.02607
train,QS,2025-07-23,bullish,-0.0788,-0.01592
train,QS,2025-10-22,neutral,-0.1198,0.0736
train,ROK,2020-01-29,neutral,-0.00172,-0.01018
train,ROK,2020-04-28,neutral,0.08397,-0.02159
