ticker,call_date,stratum,v6_dir,b_score,b_dir,c_score,c_dir,gt_old_ruler,fwd_rel_ret_tradeable
JPM,2021-01-15,S3,neutral,2,bullish,2,bullish,bearish,-3.8674
JPM,2021-07-13,S3,bullish,1,neutral,2,bullish,neutral,0.2929
JPM,2022-01-14,S3,neutral,-2,bearish,2,bullish,bearish,-9.6999
JPM,2022-04-13,S3,neutral,2,bullish,2,bullish,neutral,0.7065
JPM,2022-07-14,S3,neutral,2,bullish,2,bullish,bullish,20.4254
JPM,2023-01-13,S3,neutral,1,neutral,2,bullish,bearish,-6.579
JPM,2023-07-14,S3,neutral,-1,neutral,2,bullish,bullish,4.4849
JPM,2023-10-13,S3,neutral,-2,bearish,2,bullish,bullish,6.4754
JPM,2024-01-12,S3,neutral,-1,neutral,2,bullish,neutral,4.0853
JPM,2024-07-12,S3,neutral,-1,neutral,2,bullish,bullish,10.8201
JPM,2024-10-11,S3,neutral,-1,neutral,2,bullish,bullish,15.2682
JPM,2025-01-15,S3,neutral,1,neutral,3,bullish,bullish,6.9013
JPM,2025-04-11,S3,bullish,1,neutral,2,bullish,bullish,7.064
JPM,2025-10-14,S3,neutral,-1,neutral,2,bullish,neutral,-2.6271
KMB,2020-04-22,S3,neutral,2,bullish,2,bullish,bearish,-17.0932
KMB,2020-07-23,S3,bullish,-1,neutral,2,bullish,bearish,-30.8289
KMB,2021-01-25,S3,neutral,-2,bearish,1,neutral,bearish,-16.3921
KMB,2021-04-23,S3,neutral,-2,bearish,0,neutral,bearish,-6.5724
KMB,2021-07-23,S3,neutral,-2,bearish,1,neutral,bullish,6.7737
KMB,2021-10-25,S3,neutral,-2,bearish,0,neutral,bullish,13.6814
KMB,2022-01-26,S3,neutral,-2,bearish,-1,neutral,bullish,3.0534
KMB,2022-07-26,S3,neutral,-2,bearish,1,neutral,neutral,2.1633
KMB,2022-10-25,S3,neutral,1,neutral,2,bullish,bullish,14.0496
KMB,2023-01-25,S3,neutral,1,neutral,2,bullish,bearish,-11.2975
KMB,2023-04-21,S3,neutral,2,bullish,2,bullish,bearish,-15.6531
KMB,2023-10-20,S3,neutral,2,bullish,2,bullish,bearish,-13.6451
KMB,2024-10-18,S3,neutral,-1,neutral,2,bullish,bullish,9.0803
KMB,2025-01-24,S3,neutral,2,bullish,2,bullish,bearish,-9.3617
KMB,2025-04-25,S3,neutral,-1,neutral,2,bullish,bearish,-32.0907
KMB,2025-10-30,S3,neutral,2,bullish,1,neutral,bearish,-23.1424
LLY,2020-01-30,S1,neutral,-1,neutral,2,bullish,bullish,8.8743
LLY,2020-07-30,S1,neutral,3,bullish,3,bullish,bullish,24.1568
LLY,2020-10-27,S1,neutral,2,bullish,2,bullish,bullish,10.9484
LLY,2021-08-03,S1,neutral,3,bullish,3,bullish,bearish,-8.5887
LLY,2021-10-26,S1,bullish,-1,neutral,3,bullish,bullish,21.391
LLY,2022-02-03,S1,bullish,1,neutral,3,bullish,bullish,33.9142
LLY,2022-11-01,S1,neutral,3,bullish,3,bullish,bullish,4.2767
LLY,2024-08-08,S1,neutral,3,bullish,3,bullish,bearish,-16.1481
LLY,2024-10-30,S1,neutral,3,bullish,3,bullish,bullish,10.8208
LLY,2025-08-07,S1,neutral,2,bullish,3,bullish,bullish,56.818
LLY,2025-10-30,S1,neutral,3,bullish,3,bullish,neutral,2.9481
MMM,2020-01-29,S3,neutral,-1,neutral,2,bullish,neutral,-3.0708
MMM,2020-04-28,S3,neutral,-2,bearish,2,bullish,bearish,-12.2982
MMM,2020-07-28,S3,neutral,2,bullish,2,bullish,bearish,-5.4376
MMM,2020-10-27,S3,neutral,-1,neutral,2,bullish,neutral,-5.1567
MMM,2021-01-26,S3,neutral,-1,neutral,2,bullish,neutral,-9.8496
MMM,2021-04-27,S3,neutral,-1,neutral,2,bullish,bearish,-16.2662
MMM,2021-10-26,S3,neutral,-2,bearish,1,neutral,bearish,-10.7507
MMM,2022-07-26,S3,bearish,-2,bearish,-1,neutral,bearish,-16.9734
MMM,2022-10-25,S3,neutral,-2,bearish,0,neutral,bearish,-21.237
MMM,2023-04-25,S3,neutral,-2,bearish,-1,neutral,bearish,-17.2024
MMM,2023-07-25,S3,bearish,-1,neutral,-1,neutral,bearish,-21.1272
MMM,2023-10-24,S3,neutral,1,neutral,2,bullish,neutral,3.3308
MMM,2024-01-23,S3,neutral,-1,neutral,2,bullish,bullish,20.2486
MMM,2024-04-30,S3,neutral,-1,neutral,2,bullish,bullish,15.046
MMM,2024-07-26,S3,neutral,-1,neutral,2,bullish,bullish,7.7879
MMM,2024-10-22,S3,neutral,1,neutral,2,bullish,bullish,15.3615
MMM,2025-01-21,S3,neutral,2,bullish,2,bullish,neutral,-2.3021
MMM,2025-04-22,S3,neutral,-1,neutral,2,bullish,bearish,-2.901
MRK,2020-04-28,S1,neutral,-1,neutral,2,bullish,bearish,-18.7927
MRK,2020-07-31,S1,neutral,2,bullish,2,bullish,bearish,-19.1821
MRK,2020-10-27,S1,neutral,1,neutral,2,bullish,bearish,-26.2658
MRK,2021-02-04,S1,neutral,2,bullish,2,bullish,bearish,-9.4311
MRK,2021-04-29,S1,neutral,2,bullish,2,bullish,bullish,11.921
MRK,2021-06-28,S1,neutral,2,bullish,2,bullish,bearish,-12.4165
MRK,2022-02-03,S1,neutral,2,bullish,2,bullish,bullish,18.2098
MRK,2022-10-27,S1,neutral,2,bullish,3,bullish,bullish,8.2675
MRK,2023-04-27,S1,neutral,2,bullish,3,bullish,bearish,-7.7783
MRK,2024-07-30,S1,neutral,1,neutral,2,bullish,bearish,-23.6113
MRK,2024-10-31,S1,bearish,1,neutral,2,bullish,bearish,-16.0752
MRK,2025-02-04,S1,bearish,-2,bearish,2,bullish,bearish,-13.8337
MRK,2025-04-24,S1,neutral,-1,neutral,2,bullish,bearish,-16.63
MRK,2025-10-30,S1,neutral,2,bullish,2,bullish,bullish,21.6169
MS,2020-04-16,S1,neutral,-1,neutral,2,bullish,bullish,10.0801
MS,2020-07-16,S1,neutral,2,bullish,3,bullish,bullish,28.2708
MS,2021-04-17,S1,neutral,3,bullish,2,bullish,bullish,19.0129
MS,2021-10-14,S1,neutral,2,bullish,3,bullish,bearish,-15.2037
MS,2022-04-14,S1,neutral,2,bullish,3,bullish,bullish,8.1601
MS,2022-07-14,S1,neutral,2,bullish,2,bullish,bullish,12.9181
MS,2022-10-14,S1,neutral,2,bullish,2,bullish,neutral,-0.0361
MS,2023-01-17,S1,neutral,2,bullish,2,bullish,bearish,-20.82
MS,2023-04-19,S1,neutral,-1,neutral,2,bullish,bearish,-21.6459
MS,2023-07-18,S1,neutral,2,bullish,2,bullish,bearish,-12.0523
MS,2024-01-16,S1,neutral,1,neutral,2,bullish,neutral,6.2379
MS,2025-01-16,S1,neutral,3,bullish,3,bullish,neutral,-2.8995
MS,2025-04-11,S1,bullish,-1,neutral,2,bullish,bullish,18.0536
MS,2025-10-15,S1,neutral,2,bullish,3,bullish,bullish,13.7988
MSFT,2022-01-25,S5,neutral,1,neutral,3,bullish,neutral,-5.298
MSFT,2022-04-26,S5,neutral,-1,neutral,3,bullish,neutral,-3.7436
MSFT,2022-07-26,S5,neutral,1,neutral,2,bullish,bearish,-9.7258
MSFT,2023-04-25,S5,neutral,3,bullish,3,bullish,bullish,7.1382
MSFT,2024-07-30,S5,neutral,2,bullish,3,bullish,bearish,-2.855
MU,2020-03-25,S2,neutral,2,bullish,2,bullish,bearish,-12.225
MU,2020-06-29,S2,neutral,3,bullish,3,bullish,bullish,16.4573
MU,2020-09-29,S2,bearish,-2,bearish,2,bullish,bullish,66.4159
MU,2021-12-20,S2,bullish,1,neutral,3,bullish,bearish,-18.3603
MU,2022-09-29,S2,bearish,-3,bearish,2,bullish,bullish,12.9039
MU,2022-12-21,S2,neutral,-3,bearish,-1,neutral,bullish,18.8761
MU,2023-03-28,S2,bearish,1,neutral,2,bullish,bullish,0.8129
MU,2023-06-28,S2,neutral,1,neutral,2,bullish,bullish,25.9467
MU,2024-12-18,S2,neutral,-2,bearish,2,bullish,bullish,37.9435
MU,2025-03-20,S2,bullish,1,neutral,3,bullish,bullish,60.8783
NEM,2020-02-20,S3,neutral,2,bullish,2,bullish,bullish,34.5436
NEM,2020-05-05,S3,neutral,2,bullish,3,bullish,bearish,-11.4248
NEM,2020-07-30,S3,neutral,2,bullish,3,bullish,bearish,-29.3379
NEM,2021-04-29,S3,neutral,-1,neutral,2,bullish,bearish,-21.8311
NEM,2021-10-28,S3,neutral,-1,neutral,2,bullish,bullish,42.5496
NEM,2022-02-24,S3,neutral,1,neutral,2,bullish,bearish,-29.3531
NEM,2022-04-22,S3,neutral,-2,bearish,1,neutral,bearish,-28.994
NEM,2022-07-25,S3,bearish,-2,bearish,-1,neutral,bullish,13.7415
NEM,2022-11-01,S3,neutral,-2,bearish,1,neutral,bullish,11.9832
NEM,2023-02-23,S3,neutral,-1,neutral,2,bullish,bearish,-20.5094
NEM,2023-04-27,S3,neutral,-1,neutral,2,bullish,bearish,-20.1156
NEM,2023-07-20,S3,neutral,-2,bearish,2,bullish,bearish,-25.2558
NEM,2023-10-26,S3,neutral,-2,bearish,1,neutral,bearish,-11.2057
NEM,2024-02-22,S3,bearish,-2,bearish,1,neutral,bullish,54.8298
NEM,2024-04-25,S3,neutral,2,bullish,2,bullish,neutral,1.2933
NEM,2024-07-25,S3,neutral,2,bullish,2,bullish,bearish,-22.2248
NEM,2024-10-24,S3,bearish,-2,bearish,-1,neutral,bullish,20.6219
NEM,2025-04-23,S3,neutral,2,bullish,3,bullish,bullish,34.0585
NOW,2022-07-27,S2,neutral,1,neutral,2,bullish,neutral,4.2196
NXPI,2022-11-01,S2,neutral,2,bullish,3,bullish,bullish,5.8141
NXPI,2023-01-31,S2,neutral,1,neutral,2,bullish,bullish,4.1117
NXPI,2023-07-25,S2,neutral,2,bullish,3,bullish,neutral,-3.9488
NXPI,2023-11-07,S2,neutral,2,bullish,3,bullish,bullish,22.798
NXPI,2024-02-06,S2,neutral,-1,neutral,2,bullish,neutral,2.1238
NXPI,2024-04-30,S2,neutral,-1,neutral,2,bullish,bearish,-13.807
NXPI,2024-07-23,S2,neutral,1,neutral,2,bullish,bearish,-26.9567
NXPI,2024-11-05,S2,neutral,-2,bearish,1,neutral,bearish,-15.7095
NXPI,2025-02-04,S2,neutral,-2,bearish,2,bullish,neutral,-6.1676
NXPI,2025-04-29,S2,neutral,2,bullish,2,bullish,bearish,-8.3528
NXPI,2025-10-28,S2,neutral,2,bullish,2,bullish,neutral,9.0095
OXY,2020-10-09,S3,neutral,-2,bearish,1,neutral,bullish,110.7166
OXY,2021-05-11,S3,neutral,2,bullish,2,bullish,bullish,19.0295
OXY,2021-11-05,S3,neutral,-1,neutral,3,bullish,bullish,101.6658
OXY,2023-02-28,S3,neutral,1,neutral,3,bullish,bearish,-9.2812
OXY,2023-05-10,S3,bullish,-1,neutral,3,bullish,neutral,-0.5367
OXY,2023-08-03,S3,neutral,1,neutral,2,bullish,bearish,-19.248
OXY,2023-11-08,S3,neutral,1,neutral,2,bullish,bearish,-14.095
OXY,2024-02-15,S3,neutral,-1,neutral,2,bullish,bearish,-15.2004
OXY,2024-05-08,S3,neutral,2,bullish,2,bullish,bearish,-33.6275
OXY,2024-08-08,S3,neutral,-1,neutral,2,bullish,bearish,-33.3268
OXY,2025-02-19,S3,neutral,-1,neutral,2,bullish,bearish,-19.5555
OXY,2025-05-08,S3,neutral,2,bullish,2,bullish,bearish,-23.1895
OXY,2025-08-07,S3,neutral,2,bullish,2,bullish,neutral,-4.6094
PG,2020-01-23,S3,neutral,2,bullish,2,bullish,neutral,2.5823
PG,2020-07-29,S3,neutral,1,neutral,2,bullish,bearish,-17.8861
PG,2020-10-20,S3,neutral,3,bullish,3,bullish,bearish,-24.1003
PG,2021-07-30,S3,neutral,-1,neutral,2,bullish,bullish,12.1274
PG,2021-10-19,S3,neutral,2,bullish,2,bullish,bullish,14.5177
PG,2022-01-19,S3,neutral,2,bullish,1,neutral,neutral,-0.9883
PG,2022-04-20,S3,bullish,1,neutral,2,bullish,neutral,-4.4456
PG,2022-10-19,S3,neutral,2,bullish,2,bullish,neutral,5.7603
PG,2023-01-19,S3,neutral,2,bullish,1,neutral,bearish,-8.9127
PG,2023-04-21,S3,neutral,1,neutral,2,bullish,bearish,-7.3831
PG,2023-07-28,S3,neutral,2,bullish,2,bullish,bearish,-6.5726
PG,2024-01-23,S3,neutral,2,bullish,2,bullish,bearish,-4.5578
PG,2024-04-19,S3,neutral,1,neutral,2,bullish,bearish,-10.2936
PG,2024-10-18,S3,neutral,1,neutral,2,bullish,bullish,9.7156
PG,2025-04-24,S3,neutral,-2,bearish,1,neutral,bearish,-27.4676
PH,2020-01-30,S3,neutral,2,bullish,2,bullish,bearish,-8.4452
PH,2020-04-30,S3,neutral,-1,neutral,2,bullish,bullish,19.0849
PH,2020-08-06,S3,neutral,1,neutral,2,bullish,bullish,20.6947
PH,2021-04-29,S3,neutral,3,bullish,3,bullish,bearish,-13.6953
PH,2021-11-04,S3,bullish,1,neutral,3,bullish,neutral,-3.5442
PH,2022-08-04,S3,neutral,1,neutral,3,bullish,bullish,14.4751
PH,2023-02-02,S3,neutral,2,bullish,3,bullish,bullish,10.6307
PH,2023-11-02,S3,neutral,2,bullish,2,bullish,bullish,16.0948
PH,2024-02-01,S3,neutral,2,bullish,3,bullish,neutral,-5.1054
PH,2024-08-08,S3,neutral,2,bullish,3,bullish,bullish,7.6156
PH,2024-10-31,S3,neutral,1,neutral,2,bullish,neutral,-1.7214
PH,2025-01-30,S3,neutral,2,bullish,2,bullish,neutral,-1.5135
PH,2025-05-01,S3,neutral,2,bullish,3,bullish,bullish,5.1426
PH,2025-08-07,S3,neutral,2,bullish,2,bullish,bullish,26.6156
PSX,2020-01-29,S3,neutral,-1,neutral,2,bullish,bearish,-31.1968
PSX,2020-05-01,S3,neutral,1,neutral,2,bullish,bearish,-51.653
PSX,2020-07-31,S3,neutral,-2,bearish,1,neutral,neutral,-1.6258
PSX,2020-10-30,S3,neutral,-2,bearish,1,neutral,bullish,42.3251
PSX,2021-04-30,S3,neutral,2,bullish,2,bullish,bearish,-20.7284
PSX,2021-08-03,S3,neutral,-1,neutral,2,bullish,bullish,19.1794
PSX,2021-10-29,S3,neutral,2,bullish,2,bullish,bullish,21.4741
PSX,2022-01-28,S3,neutral,2,bullish,2,bullish,bullish,13.3936
PSX,2022-07-29,S3,neutral,3,bullish,3,bullish,bullish,25.5162
PSX,2022-11-01,S3,neutral,2,bullish,3,bullish,bearish,-17.8383
PSX,2023-01-31,S3,neutral,2,bullish,2,bullish,neutral,3.2899
PSX,2023-10-27,S3,neutral,2,bullish,3,bullish,bullish,12.3601
PSX,2024-01-31,S3,bullish,-1,neutral,2,bullish,bearish,-12.6421
PSX,2024-04-26,S3,neutral,2,bullish,2,bullish,bearish,-28.9456
PSX,2025-01-31,S3,neutral,-1,neutral,2,bullish,neutral,-2.5302
PSX,2025-04-25,S3,neutral,2,bullish,1,neutral,bullish,4.6581
PSX,2025-07-25,S3,neutral,1,neutral,2,bullish,bullish,2.637
QCOM,2020-04-29,S1,neutral,2,bullish,3,bullish,bullish,42.0891
QCOM,2022-07-27,S1,neutral,2,bullish,2,bullish,bearish,-9.025
QCOM,2022-11-02,S1,neutral,-2,bearish,2,bullish,bearish,-1.3598
QCOM,2023-02-02,S1,bearish,-2,bearish,1,neutral,bearish,-20.9364
QCOM,2023-05-03,S1,neutral,-2,bearish,1,neutral,bearish,-0.2831
QCOM,2023-11-01,S1,neutral,2,bullish,2,bullish,bullish,23.6795
QCOM,2024-01-31,S1,neutral,2,bullish,3,bullish,bullish,15.6393
QCOM,2025-04-30,S1,neutral,2,bullish,3,bullish,neutral,9.0581
QCOM,2025-07-30,S1,neutral,2,bullish,3,bullish,bearish,-5.9735
QS,2021-02-16,S5,neutral,-2,bearish,1,neutral,bearish,-82.751
QS,2021-05-11,S5,neutral,-1,neutral,2,bullish,bullish,19.293
QS,2021-07-27,S5,neutral,-1,neutral,2,bullish,bearish,-35.742
QS,2021-10-26,S5,neutral,1,neutral,2,bullish,bearish,-30.316
QS,2022-02-16,S5,neutral,-2,bearish,1,neutral,bearish,-23.4845
QS,2022-04-26,S5,neutral,-2,bearish,1,neutral,bearish,-30.9896
QS,2022-07-27,S5,neutral,-2,bearish,-1,neutral,bearish,-24.0167
QS,2022-10-26,S5,neutral,-2,bearish,-1,neutral,bearish,-16.6757
QS,2023-02-15,S5,neutral,-2,bearish,1,neutral,bearish,-36.733
QS,2023-04-26,S5,neutral,-2,bearish,0,neutral,bearish,-23.5455
QS,2024-02-14,S5,neutral,-2,bearish,1,neutral,bearish,-29.6442
QS,2024-04-24,S5,neutral,-2,bearish,1,neutral,bearish,-13.2281
QS,2024-07-24,S5,neutral,2,bullish,1,neutral,bearish,-39.5249
QS,2024-10-23,S5,bullish,2,bullish,1,neutral,bearish,-31.2041
QS,2025-02-12,S5,neutral,-2,bearish,1,neutral,bullish,76.8254
ROK,2020-01-29,S3,neutral,-1,neutral,2,bullish,bullish,14.2097
ROK,2020-04-28,S3,neutral,-1,neutral,2,bullish,neutral,4.8929
ROK,2020-07-28,S3,neutral,1,neutral,2,bullish,bearish,-7.4198
ROK,2020-11-10,S3,neutral,-1,neutral,2,bullish,bearish,-5.3476
ROK,2022-05-03,S3,bearish,1,neutral,2,bullish,bullish,25.3572
ROK,2022-07-27,S3,neutral,2,bullish,2,bullish,bullish,13.8869
ROK,2022-11-02,S3,neutral,2,bullish,3,bullish,bullish,4.7674
ROK,2023-08-01,S3,neutral,-1,neutral,3,bullish,bearish,-8.0889
ROK,2023-11-02,S3,neutral,-2,bearish,1,neutral,bearish,-13.7774
ROK,2024-01-31,S3,bearish,-2,bearish,2,bullish,neutral,-6.6475
ROK,2024-08-07,S3,bearish,-2,bearish,-1,neutral,bearish,-9.4572
ROK,2024-11-07,S3,bearish,-2,bearish,-1,neutral,bullish,12.5568
ROK,2025-02-10,S3,neutral,2,bullish,2,bullish,neutral,3.506
ROK,2025-05-07,S3,neutral,2,bullish,2,bullish,bullish,4.5892
ROK,2025-08-06,S3,neutral,1,neutral,2,bullish,bullish,20.7088
RUN,2022-05-04,S5,neutral,2,bullish,2,bullish,neutral,-3.9152
RUN,2022-08-03,S5,neutral,2,bullish,2,bullish,bearish,-13.2341
RUN,2022-11-02,S5,bullish,1,neutral,3,bullish,bearish,-31.9903
RUN,2023-02-22,S5,bullish,1,neutral,2,bullish,bearish,-51.1099
RUN,2023-05-03,S5,neutral,-1,neutral,2,bullish,bearish,-48.2064
RUN,2023-08-02,S5,neutral,-2,bearish,2,bullish,bearish,-32.1673
RUN,2023-11-01,S5,bearish,-2,bearish,-1,neutral,bearish,-19.7915
RUN,2024-02-21,S5,neutral,2,bullish,2,bullish,bullish,43.1324
RUN,2024-08-06,S5,neutral,2,bullish,2,bullish,bearish,-67.4186
RUN,2024-11-07,S5,neutral,2,bullish,3,bullish,bearish,-11.3727
RUN,2025-02-27,S5,bearish,-1,neutral,2,bullish,bullish,116.5804
RUN,2025-05-07,S5,neutral,-1,neutral,2,bullish,bullish,122.3224
RUN,2025-11-06,S5,bullish,1,neutral,3,bullish,bearish,-28.4728
SIRI,2021-04-28,S3,neutral,2,bullish,1,neutral,bearish,-10.8388
SIRI,2021-07-27,S3,neutral,2,bullish,1,neutral,bearish,-5.4879
SIRI,2021-10-28,S3,neutral,-1,neutral,2,bullish,bullish,10.4584
SIRI,2022-02-01,S3,neutral,-2,bearish,2,bullish,bullish,10.927
SIRI,2022-07-28,S3,neutral,-2,bearish,-1,neutral,bearish,-9.9193
SIRI,2022-11-01,S3,neutral,-2,bearish,0,neutral,bearish,-48.9693
SIRI,2023-02-02,S3,neutral,-2,bearish,-1,neutral,bearish,-13.447
SIRI,2023-10-31,S3,neutral,-2,bearish,-2,bearish,bearish,-53.4335
SIRI,2025-07-31,S3,bearish,-1,neutral,-1,neutral,bearish,-16.9203
SIRI,2025-10-30,S3,neutral,-2,bearish,0,neutral,bullish,18.8386
SLAB,2022-02-02,S2,bullish,1,neutral,3,bullish,neutral,2.5403
SLAB,2022-04-27,S2,bullish,-1,neutral,3,bullish,neutral,-4.0085
SLAB,2022-07-27,S2,bullish,1,neutral,3,bullish,neutral,7.2519
SLAB,2022-10-26,S2,neutral,-1,neutral,2,bullish,bullish,19.2992
SLAB,2023-02-01,S2,bullish,1,neutral,3,bullish,bearish,-33.6888
SLAB,2023-04-26,S2,neutral,-2,bearish,1,neutral,bearish,-30.7009
SLAB,2023-07-26,S2,neutral,-2,bearish,-1,neutral,bearish,-15.0757
SLAB,2023-11-01,S2,bearish,-2,bearish,2,bullish,bullish,18.4319
SLAB,2024-02-07,S2,neutral,-1,neutral,2,bullish,bearish,-35.3777
SLAB,2024-04-24,S2,neutral,2,bullish,2,bullish,bearish,-21.8177
SLAB,2024-07-24,S2,bullish,1,neutral,2,bullish,bullish,7.4144
SLAB,2024-11-04,S2,neutral,-1,neutral,2,bullish,neutral,4.7283
SUNW,2021-08-13,S4,neutral,-2,bearish,-1,neutral,bearish,-72.1355
SUNW,2022-03-11,S4,neutral,-2,bearish,-1,neutral,bullish,37.8115
SUNW,2022-05-16,S4,neutral,-2,bearish,-1,neutral,bullish,43.3397
TEAM,2020-10-29,S2,bullish,-2,bearish,3,bullish,bearish,-9.5916
TEAM,2021-01-28,S2,bullish,1,neutral,3,bullish,neutral,-3.6435
TEAM,2022-08-04,S2,neutral,2,bullish,3,bullish,bearish,-32.8866
TEAM,2022-11-03,S2,neutral,-2,bearish,2,bullish,bearish,13.625
TEAM,2023-02-02,S2,neutral,-2,bearish,1,neutral,bearish,-8.6425
TEAM,2023-05-04,S2,neutral,1,neutral,2,bullish,bullish,29.2539
TEAM,2023-08-03,S2,neutral,1,neutral,3,bullish,bullish,18.7063
TEAM,2023-11-02,S2,neutral,1,neutral,2,bullish,bearish,-12.4225
TEAM,2024-02-01,S2,neutral,2,bullish,2,bullish,bearish,-30.1524
TEAM,2024-04-25,S2,neutral,-2,bearish,2,bullish,bearish,-8.4484
TEAM,2024-08-01,S2,bearish,-2,bearish,1,neutral,bullish,72.2576
TFC,2020-04-20,S3,neutral,-2,bearish,1,neutral,neutral,-3.1031
TFC,2020-07-16,S3,neutral,-1,neutral,2,bullish,bullish,28.7547
TFC,2020-12-15,S3,neutral,1,neutral,2,bullish,bullish,6.459
TFC,2021-01-21,S3,neutral,-1,neutral,2,bullish,bearish,-7.578
TFC,2021-04-15,S3,neutral,1,neutral,2,bullish,neutral,-1.208
TFC,2021-07-15,S3,neutral,1,neutral,2,bullish,bullish,15.0669
TFC,2021-10-15,S3,neutral,2,bullish,2,bullish,bearish,-12.6727
TFC,2022-01-18,S3,neutral,2,bullish,2,bullish,bearish,-12.027
TFC,2022-04-19,S3,neutral,2,bullish,2,bullish,neutral,-0.9549
TFC,2022-07-19,S3,neutral,2,bullish,2,bullish,neutral,-2.5717
TFC,2022-10-18,S3,neutral,2,bullish,2,bullish,bearish,-32.6447
TFC,2023-10-19,S3,bearish,-2,bearish,-1,neutral,bullish,12.8828
TFC,2024-04-22,S3,neutral,2,bullish,2,bullish,bearish,-6.1787
TFC,2024-07-22,S3,neutral,2,bullish,1,neutral,neutral,-0.4259
TFC,2024-10-17,S3,neutral,-1,neutral,2,bullish,bearish,-7.8403
TFC,2025-01-17,S3,neutral,2,bullish,1,neutral,bearish,-11.6684
TFC,2025-04-17,S3,neutral,-1,neutral,2,bullish,bearish,-12.1899
TFC,2025-07-18,S3,neutral,2,bullish,2,bullish,neutral,1.7574
TMO,2020-01-30,S1,neutral,2,bullish,3,bullish,bullish,30.3966
TMO,2020-04-22,S1,bullish,-1,neutral,3,bullish,bullish,23.4473
TMO,2021-04-29,S1,neutral,2,bullish,3,bullish,bullish,22.0354
TMO,2023-02-01,S1,neutral,1,neutral,2,bullish,bearish,-13.6758
TMO,2023-04-26,S1,neutral,2,bullish,2,bullish,bearish,-21.4739
TMO,2023-07-26,S1,neutral,-2,bearish,2,bullish,bearish,-10.8475
TMO,2023-10-25,S1,neutral,-2,bearish,1,neutral,bullish,8.6685
TMO,2024-01-31,S1,neutral,-1,neutral,2,bullish,neutral,-1.528
TMO,2024-04-24,S1,neutral,1,neutral,2,bullish,bearish,-13.9642
TMO,2024-07-24,S1,neutral,1,neutral,2,bullish,bearish,-15.9844
TMO,2024-10-23,S1,neutral,1,neutral,2,bullish,bearish,-14.994
TMO,2025-01-30,S1,bullish,-1,neutral,3,bullish,bearish,-26.788
TMO,2025-04-23,S1,neutral,1,neutral,2,bullish,bullish,10.7863
TMO,2025-07-23,S1,neutral,2,bullish,2,bullish,bullish,25.9137
TMO,2025-10-22,S1,neutral,2,bullish,3,bullish,bearish,-16.0018
TMUS,2024-01-25,S1,neutral,2,bullish,3,bullish,neutral,-2.459
TMUS,2024-07-31,S1,neutral,3,bullish,2,bullish,bullish,14.8731
TMUS,2025-07-23,S1,neutral,3,bullish,3,bullish,bearish,-33.8539
TTD,2023-11-09,S5,neutral,2,bullish,3,bullish,neutral,20.4684
TTD,2024-05-08,S5,neutral,1,neutral,2,bullish,bullish,27.1335
TTD,2025-02-12,S5,bearish,-2,bearish,1,neutral,bearish,-39.4091
TTD,2025-08-07,S5,neutral,2,bullish,2,bullish,bearish,-57.9602
TTD,2025-11-06,S5,bullish,1,neutral,3,bullish,bearish,-54.4053
UPS,2020-01-30,S1,neutral,2,bullish,2,bullish,bullish,35.9568
UPS,2020-04-28,S1,neutral,-2,bearish,0,neutral,bullish,62.4039
UPS,2020-07-30,S1,neutral,-1,neutral,2,bullish,bearish,-5.489
UPS,2020-10-28,S1,neutral,-2,bearish,2,bullish,neutral,-3.5562
UPS,2022-04-26,S1,neutral,2,bullish,2,bullish,neutral,-2.655
UPS,2022-07-26,S1,neutral,2,bullish,2,bullish,neutral,-1.9167
UPS,2022-10-25,S1,neutral,2,bullish,2,bullish,neutral,-1.9783
UPS,2023-01-31,S1,neutral,-1,neutral,2,bullish,bearish,-10.8387
UPS,2023-04-25,S1,neutral,-2,bearish,1,neutral,bearish,-18.2383
UPS,2023-08-08,S1,bearish,-2,bearish,-1,neutral,bearish,-29.4686
UPS,2023-10-26,S1,bearish,-2,bearish,-1,neutral,bearish,-13.2837
UPS,2024-01-30,S1,neutral,-2,bearish,-1,neutral,bearish,-21.313
UPS,2024-04-23,S1,neutral,-1,neutral,2,bullish,bearish,-25.8435
UPS,2024-07-23,S1,bearish,-2,bearish,-1,neutral,neutral,-8.0455
UPS,2024-10-24,S1,neutral,2,bullish,2,bullish,bearish,-22.4347
UPS,2025-01-30,S1,neutral,-2,bearish,-1,neutral,bearish,-29.6013
UPS,2025-04-29,S1,neutral,-1,neutral,2,bullish,bearish,-22.785
UPS,2025-07-29,S1,bearish,-2,bearish,-1,neutral,bullish,13.3448
UPS,2025-10-28,S1,neutral,1,neutral,2,bullish,neutral,3.1795
WMB,2020-02-20,S3,neutral,2,bullish,2,bullish,neutral,-1.997
WMB,2020-05-05,S3,neutral,2,bullish,2,bullish,bearish,-16.2282
WMB,2020-08-04,S3,neutral,2,bullish,2,bullish,bearish,-14.276
WMB,2020-11-03,S3,neutral,2,bullish,2,bullish,bullish,7.777
WMB,2021-02-23,S3,neutral,2,bullish,2,bullish,bearish,-11.292
WMB,2021-05-04,S3,neutral,2,bullish,3,bullish,neutral,2.8241
WMB,2025-05-06,S3,neutral,3,bullish,3,bullish,bearish,-24.4543
